MeanMonthlyUsage;MeanMonthlyUsage_t1;MeanMonthlyUsage_t2;MeanMonthlyUsage_t3;MeanMonthlyUsage_t4
4939.896;5320;6372;6544;7007
1144.023;1288;1145;1401;2322
4235.622;4242;4424;5829;13995
284.0965;305;296;303;397
1122.974;1138;1145;1195;2013
2865.6420000000003;3318;2972;2958;4773
5200.239983606558;5827;5982;6717;6694
3775.833857142858;4111;4452;4577;4477
106.52655555555555;110;119;119;192
119.286;131;135;127;357
7222.86476923077;7362;8048;9197;15340
356.8736666666666;374;358;397;940
116.25;122;137;120;133
1986.145;2064;2100;2120;2952
4216.144653061225;4726;4327;5461;8413
1970.2913333333331;2053;2437;2293;8894
2454.796622641509;2801;2478;3973;4430
7866.376999999998;8303;7910;9988;14011
3353.431;3374;3756;4017;5708
1052.4209999999996;1111;1362;1487;1608
1200.9556666666665;1444;1494;1805;1225
2955.536731343283;3439;3145;3216;9926
5859.94675;6031;5957;9484;9482
44.820428571428565;51;53;52;52
1331.3972631578945;1426;1352;1363;4410
4349.0999999999985;5262;4575;6382;13157
6126.517333333332;6251;6410;7265;10648
249.48871186440672;262;269;370;958
1188.1905000000004;1347;1192;1575;1219
351.6230000000001;356;362;367;353
447.42836363636354;468;509;447;748
119.13954929577469;144;129;157;213
7368.530239436617;7436;7628;7489;21362
5868.535463414636;5956;6109;8433;5891
91.86135593220337;94;116;93;94
6563.734;6754;7725;6568;9842
5637.285217391303;6123;6303;8233;12708
1402.814;1432;1544;1887;3927
6471.21994736842;6501;7899;7654;12226
2151.647;2315;2395;2286;3675
6550.130387096775;6897;7147;7327;9568
851.0990000000003;934;931;1048;918
2159.699785714286;2636;2241;2668;2628
5288.4987999999985;5519;5616;8949;11245
4158.0134705882365;4506;4826;4671;9126
192.12323076923082;199;230;205;619
7896.616777777777;7958;9440;9404;12632
14130.525312500002;15068;15436;19101;17279
292.02400000000006;295;333;416;339
3257.879176470588;3493;3405;3761;4616
4076.8723333333337;4114;4828;4632;5451
2841.5445000000013;2894;3062;2853;4904
1389.63;1506;1552;1861;3621
4500.015888888889;4557;4718;4535;7599
929.1005555555556;935;1155;1137;3375
315.4;358;384;381;326
1399.0519230769225;1441;1778;1697;1767
1403.406666666667;1411;1413;1624;2538
1019.984;1273;1087;1258;2183
1096.5502857142856;1194;1150;1360;2125
5873.8635652173925;5902;6925;6688;10292
3332.1394545454527;3980;4402;4572;10078
7652.63564788732;8938;8334;8956;8667
5736.28075;5803;6411;7693;7209
11864.065;13197;13354;17606;15187
4768.158724137929;5324;5815;5612;4851
3643.204671641791;3698;4633;4069;3724
3106.161352941176;3178;3110;3159;3909
2053.2180000000008;2173;2354;3000;7186
6608.801260869564;6799;7348;7777;15852
681.5593333333334;784;687;746;779
10822.803;10981;12377;14842;31770
1492.1050869565215;1498;1579;1734;2026
5865.297000000001;5926;6220;9551;6966
864.0360704225352;943;1043;913;990
1037.8388571428573;1116;1180;1711;2450
62.24800000000001;62;63;80;182
3445.168363636364;3688;3677;4478;12055
1528.5961428571427;1625;1548;2248;2573
802.4865762711863;840;826;913;1324
411.7260597014924;433;425;531;1489
375.7678309859155;389;390;466;497
7253.707833333333;7559;7901;8672;7253
1043.754408450705;1200;1248;1589;2969
285.12261971830975;319;309;340;322
4173.796666666668;4560;5695;4413;4295
5688.192629629632;5787;5763;6357;6300
8270.3245;8938;8571;11094;9856
1255.6684827586207;1261;1318;1503;2762
80.96316129032259;82;88;90;123
867.855;886;956;1130;1978
771.3935454545452;906;931;979;856
651.5190816326533;651;808;792;1604
1840.18725;1960;1882;2262;1865
472.7334736842106;517;524;490;516
10736.727272727268;10905;11085;14866;18724
4732.518999999998;4756;4976;6873;7155
1438.313607843137;1507;1809;2049;3174
2205.7975555555554;2296;2235;2259;4849
18.7394;21;22;19;22
242.79463636363639;275;249;293;297
138.40233333333336;145;166;173;142
5261.119285714287;5440;5358;6286;15352
6530.6680000000015;7626;6877;7032;8565
1799.3772173913046;1807;1933;1799;4660
1320.4367462686564;1395;1447;1356;1758
818.6062222222223;819;819;995;1827
1528.159786885246;1533;1539;1649;3149
1159.63356097561;1190;1162;1361;1160
834.0516818181816;846;890;994;2285
187.3927735849057;196;199;238;211
10434.580083333332;11169;13844;11504;24076
3792.0088148148143;4097;4300;5605;17564
1106.250625;1269;1364;1305;2611
420.19413043478266;423;442;439;1574
592.3581515151518;598;613;670;702
1701.2180909090914;1748;1734;2319;1779
456.85533333333336;481;469;463;1806
414.3953846153846;415;430;419;498
26.277634920634927;28;28;30;107
4237.4989090909085;4274;5337;4389;8629
939.6135769230773;968;985;959;2658
3740.972666666666;3906;3742;3916;7959
1053.492;1086;1286;1791;1600
420.31746478873237;470;439;421;1019
3071.6167586206902;3280;3562;3106;3784
1013.7698032786883;1057;1120;1541;1043
3387.785829268292;3709;3427;3774;5034
4971.74380952381;5922;5086;6419;8037
112.9602;116;140;124;310
1060.184157894737;1278;1217;1410;2571
436.1062253521128;461;507;550;885
3681.78088888889;3786;4265;3747;11852
754.9705625;854;771;1006;1453
399.45158536585365;431;403;443;474
2540.885307692307;2698;2685;3298;5130
8761.292818181819;9770;9789;12431;8841
439.587;455;497;447;840
852.9351632653063;886;1118;1151;1973
70.08473770491803;71;74;72;78
3354.5345999999995;3577;3480;3636;5849
1348.767363636364;1402;1383;1372;2408
958.5152857142856;1036;989;1426;2502
5697.404;6113;5798;6000;12211
4168.815652173914;4243;4975;4701;8858
516.8898461538463;610;627;656;1097
270.11571428571426;271;295;339;284
3275.3904999999995;3567;3457;4149;5282
1521.1548260869565;1580;1719;1570;1549
3311.912000000001;3332;3339;4687;3643
1917.1618947368427;2104;2180;2184;2065
2754.8735932203376;3147;3456;2937;4091
486.76700000000005;492;496;505;1255
97.492;101;111;110;183
1201.5988518518525;1241;1288;1500;2239
614.7258260869564;755;622;767;704
839.2887049180326;915;879;1268;1052
4729.98688888889;5236;4843;5276;5862
7464.494500000002;7656;8466;10386;10399
257.9805;281;299;358;374
3647.462142857143;3702;4589;3791;4962
1208.3378846153846;1216;1212;1576;2724
3852.852655172414;3908;4116;3916;4111
1367.6721830985914;1449;1555;1530;2864
359.9395714285714;371;435;378;480
1368.828571428571;1610;1373;1846;2310
2397.902090909091;2733;2522;2574;5516
511.07281818181815;608;593;545;993
1452.0374444444446;1635;1689;1825;1980
897.3002456140351;926;953;927;1822
2076.072014084507;2076;2076;2873;3312
250.53474074074074;273;261;258;408
396.177962962963;466;401;482;1021
77.12400000000002;77;77;99;222
1460.624;1460;1627;1750;6392
362.2588181818182;372;369;362;367
1130.5640392156865;1141;1141;1526;1977
769.8359230769231;772;778;1024;769
1453.6405172413795;1501;1757;1783;2017
10973.415666666666;10995;11012;11057;29884
1381.5082758620695;1771;1742;2210;2297
1409.0219295774646;1433;1435;1473;4948
2635.8011428571426;2800;2712;3576;7705
861.8471428571432;886;912;1093;1855
2617.9773333333333;2727;2645;3628;3725
1266.075;1272;1345;1523;3398
984.5648840579712;1135;1212;1052;1800
3170.345825396826;3179;3922;3207;4411
575.3670000000002;640;585;597;619
2557.1830144927553;2700;2975;2959;5917
3639.4280000000012;3809;4214;4144;4470
306.41377777777774;356;343;317;485
225.1892608695652;251;228;248;319
481.9530169491525;510;484;566;491
4632.859407407408;4666;5170;4663;8989
5433.769625;6265;5547;5634;9773
2623.409363636364;2923;2662;4421;2678
5149.719487804878;5893;6309;6273;15567
1080.0315;1129;1383;1215;3288
417.63704347826103;450;421;447;638
530.9562162162161;538;649;549;871
845.243;909;1029;885;2950
1165.0833333333328;1216;1183;1555;2472
1351.2605714285714;1471;1645;1655;2721
1900.2007692307693;1978;1964;1929;2195
1627.7764375000008;1691;1752;1848;3640
3206.3310163934434;3298;3337;4626;5183
1625.398;1689;1848;2740;1984
5111.360857142857;5120;5116;6061;8806
3361.738701754386;3543;3750;4520;3711
185.55636363636364;187;195;193;429
537.7111034482758;546;568;599;552
448.8229310344827;462;495;606;601
2220.681961538461;2232;2420;2665;6055
1095.4488888888886;1251;1398;1586;2247
18.308799999999987;22;19;22;30
4274.053500000001;4456;4285;5814;15246
396.75428571428574;470;415;523;519
2351.3363750000008;2381;2628;2352;6550
4492.644125;4948;4565;5198;4649
1731.792666666667;2082;1808;2702;3211
1173.910859154929;1314;1192;1180;4434
325.52984615384617;340;393;331;465
63.3905;75;81;66;168
2422.615603773585;2602;2678;2448;4242
622.9102063492062;704;639;764;1486
1693.0620000000006;1840;1733;2079;1983
1496.0706785714278;1541;1500;1529;2530
1241.3190000000004;1246;1464;2030;1280
4688.611615384616;4831;4973;4899;4974
2262.1620000000007;2361;2314;2629;5476
1614.266285714286;1650;2099;2130;1786
140.52875862068962;152;174;146;181
2397.062507042253;2397;2657;3250;6039
1588.6374761904765;1593;1590;1720;3986
953.1296956521741;1001;1023;1150;1729
3131.600230769231;3797;3158;3384;4694
9539.735;9563;9539;12953;36765
4167.2983076923065;4243;4209;6224;4595
1794.9697500000007;2127;1797;1827;1850
4093.279999999999;4560;4723;4972;9162
4196.790478873239;4558;4367;4746;13527
1529.407333333333;1741;1584;2030;1581
6476.428217391305;6627;7150;7100;10621
4653.394000000001;5138;4788;6751;10203
1067.535222222222;1330;1228;1186;1089
371.0004285714287;452;411;374;600
1672.4224426229507;1855;1789;1674;3099
8001.531;8849;8735;13172;25371
4945.088206896551;5843;6249;5981;5048
9772.428583333336;10214;10087;10969;27345
687.7600943396228;807;728;779;1160
712.7389999999998;741;826;742;1184
548.5839090909092;627;551;587;1165
2926.907;3276;2978;3274;10975
266.70570422535224;295;287;269;276
544.9686470588234;579;640;576;1634
244.248375;296;248;426;319
590.8509047619048;732;709;593;709
2013.725571428572;2122;2131;3189;3369
10376.439;10515;11758;10873;31399
2820.6059999999998;2949;3195;3918;8902
6066.6111249999985;6085;6312;7157;16042
2182.386;2425;2463;2360;3753
77.79995238095239;79;78;111;91
553.4458591549294;574;603;843;1151
4275.676641509434;4878;4318;5725;4674
5146.146;5456;5156;6101;21763
3911.5856;4048;4634;4169;5839
3292.102666666666;3300;4220;4110;8772
41.85142857142857;41;51;42;81
6892.052;7143;8620;6969;10540
2678.527;2708;2873;3020;3610
4511.798076923077;4637;4537;4717;5724
31.952;34;32;44;50
2982.541461538462;3133;3606;3173;8820
9273.5305;9723;10105;9273;18279
8403.968777777776;8513;9278;13339;25505
8593.848924528302;8820;8835;11822;22866
348.51358974358976;383;358;395;1262
1421.280181818182;1486;1777;1559;1590
3834.230333333333;3848;4464;5179;7894
1041.9036842105265;1053;1208;1065;1539
118.88018367346943;121;120;181;232
291.90566666666666;305;301;314;716
3583.7675;4088;4347;5289;6757
1498.1682950819668;1544;1508;1547;5666
679.1722857142856;798;704;972;2645
2818.888769230769;3370;2915;3220;3291
238.40594117647063;241;238;288;413
367.09955555555547;438;373;496;737
713.5421929824561;801;826;743;2545
3745.794166666666;4576;4677;3956;8983
1188.267857142857;1238;1291;1266;1287
9615.342;9775;10502;10780;14205
1094.5866363636362;1135;1124;1449;1418
2058.1356666666666;2082;2148;3406;3898
1239.433285714286;1331;1275;1330;2875
1151.2279629629631;1214;1159;1180;3538
837.6256811594203;1027;918;1053;1857
8887.076222222222;9158;9092;9963;26003
70.5807142857143;88;78;76;75
312.819;369;369;359;345
2216.0581538461533;2576;2416;2673;5099
239.51407692307686;278;240;240;334
6346.347583333332;7950;7178;7393;8495
372.394;399;376;455;692
1680.5428591549291;1926;2003;1912;6946
701.2332394366196;710;702;1030;740
1272.3225;1589;1647;1679;1276
339.9526274509805;375;389;363;1099
5012.4399411764725;5250;5983;7341;13372
1353.1191830985906;1564;1360;1547;1479
3216.576156250001;3318;3270;4334;3633
4388.051;4958;5895;4432;10680
3586.5330144927534;3647;4646;5132;9505
2565.676615384616;2571;2695;2933;10329
3322.8950000000013;3385;3400;4887;12258
1045.600857142857;1045;1052;1323;1561
4151.345;4758;4198;5371;6501
458.009;486;508;467;476
902.448391304348;930;945;1135;2987
4165.521444444444;4211;4509;4184;17364
646.7758732394365;709;668;660;1156
2244.574484848485;2296;2306;2370;3155
3528.3335;3533;3613;3633;6975
5737.418333333332;6171;6172;7305;6554
1773.7900000000004;1809;1798;2065;2014
6013.241857142858;6182;6396;6480;12410
3442.4169999999995;4010;3518;5378;4278
133.4130175438597;137;135;209;287
1812.3601111111113;1980;1817;2032;2258
118.17318032786888;131;152;120;362
2020.1556338028167;2339;2248;2114;4278
1638.7574242424246;1657;1721;2054;3696
7421.697750000001;7649;7897;12919;8983
4704.171875;4922;5342;5055;17248
249.5345862068965;257;258;251;263
2442.235500000001;2621;2606;2481;6856
2112.6293943661967;2127;2629;2219;4183
772.1870746268656;775;835;1267;2610
842.4415714285714;853;912;1159;2061
329.9711830985915;365;380;423;826
1139.8353333333332;1338;1264;1173;3318
2231.0080000000007;2392;3054;2380;3890
389.9358139534884;408;407;515;421
2933.8009999999995;3653;3087;3047;5387
1754.0039565217396;2035;2035;1766;2475
754.7602307692305;856;875;1193;774
915.844153846154;1009;925;980;1002
2879.7329999999997;3079;3543;4040;5240
350.24036363636367;419;389;391;700
3067.342142857143;3344;3311;4382;5176
8564.927;8814;9888;9523;33009
4722.198;4821;4810;4722;7452
3549.209307692308;3568;4526;3766;14103
2023.683;2326;2252;3415;2063
5244.3690000000015;5790;6426;6178;10912
795.6232962962965;983;800;850;1454
5316.076115384614;5427;5750;7728;9292
3340.691777777777;3358;3477;3426;4113
1297.7624285714285;1323;1357;1821;1507
251.31371428571427;259;282;420;332
564.6896666666668;609;648;822;1780
609.8340000000001;730;639;649;929
3318.8818571428565;3539;3753;3425;9389
1577.0665217391306;1813;1697;1663;5800
234.96628571428573;236;237;252;246
375.981;376;463;580;1069
3184.1216060606052;3349;3202;3402;5922
1936.7296666666666;2124;2010;2832;2583
11.342043478260866;12;13;13;13
2086.5911428571426;2099;2237;2213;5077
2561.901;2721;2595;2743;3094
1912.5396086956525;2020;1938;2525;8926
2489.9354230769227;2615;3381;2716;4535
204.6784754098361;227;217;228;257
261.6078571428571;314;271;277;603
601.0295;728;619;873;2285
1744.1933333333332;1860;2114;1812;3400
69.78288888888885;73;69;118;175
909.5038450704227;989;982;1030;1561
249.19946153846152;259;321;376;288
4667.784666666666;4719;4845;5553;13297
972.6804444444448;1018;1096;1020;1300
1205.1300588235292;1385;1374;1259;2655
756.6801562499995;797;870;839;805
3495.433588235293;3665;3546;4389;5195
5675.3359999999975;6048;7163;5796;15789
4861.3345;4895;6554;6084;11992
937.0346250000003;1144;941;985;1477
4185.1402;4462;4280;4351;4878
4574.241;4979;5492;6344;9476
56.07599999999999;62;57;68;154
5488.984;6650;5955;6111;6208
714.7528275862068;752;796;731;1116
2159.9615882352937;2594;2544;2187;3142
5947.078333333334;6024;6178;7948;12333
5251.9259999999995;6001;6250;5480;8119
8556.8485;8596;9157;10032;11458
5004.24603703704;5055;5461;7669;11769
1801.2613571428574;1807;1901;1940;2861
7217.9565;7814;7337;9208;8672
1977.277;2161;2189;2158;2410
506.9504426229509;530;580;725;581
6212.583703703706;6263;6258;6748;11272
136.21245283018868;152;173;232;140
2982.2254074074067;3034;3083;4009;12178
2943.3289090909093;3057;3123;4292;4559
6556.594;6841;7846;8204;9003
507.57300000000004;579;675;571;2154
2717.0443636363634;2904;2724;2864;3809
2967.7261475409828;3084;3545;4076;4508
1568.1197647058825;1839;1719;2211;1768
1246.592535714286;1250;1285;1327;1555
236.20464864864852;258;246;341;239
944.6889275362317;1004;1063;1458;1014
18.418281690140848;21;24;19;52
1180.8025714285716;1369;1220;1697;3878
1502.5038571428574;1518;1831;1876;2544
5591.2289836065565;6099;6335;5892;6503
1529.0042727272726;1589;1716;1612;2630
1655.4829180327868;1749;1660;2295;1656
442.7621538461538;545;508;714;484
836.0026666666664;839;1046;877;3278
148.3335454545455;150;166;150;605
6139.7620000000015;7068;6195;7504;15445
567.123966101695;687;575;683;579
1790.0346666666665;1892;1835;2648;3657
11059.811000000005;11097;13087;11612;27888
3959.0417142857145;4286;4343;4004;9833
3279.9149999999995;3578;3325;3427;3581
870.1036923076923;881;894;1136;2412
1858.236666666667;2118;2166;1903;2228
84.2103015873016;86;95;97;303
1293.2448571428572;1377;1531;1312;2805
1468.5002222222213;1477;1633;1490;4032
678.9576956521738;689;771;896;2748
1139.9363170731713;1216;1425;1189;3908
2126.427846153846;2154;2201;2369;5059
3401.2140588235297;3404;3586;5605;5795
7391.846999999999;9019;7658;9273;14347
1338.053;1355;1447;1559;2204
635.2730454545452;667;658;670;686
2428.631086956522;2685;2431;2636;3034
3755.650310344828;3880;4469;4479;5346
527.6473461538461;581;577;639;585
5125.795428571429;5429;6944;5789;9151
5300.328157894738;5462;6276;5558;20873
13893.508999999998;13972;14697;13910;40582
2998.170909090909;3147;3256;3480;3288
896.9374814814818;899;1025;1271;3224
194.40015384615387;195;205;207;530
2412.661285714286;2760;2529;3436;3186
244.58442857142862;299;248;271;246
4897.690307692307;5150;5185;5745;10648
506.8801836734692;583;551;622;1170
1986.7809836065576;2114;2293;2131;2413
2688.7700625;3076;2708;2988;6489
680.784;739;925;686;983
6150.809000000001;6188;6853;6287;6875
224.107;246;228;226;272
3013.2741594202885;3402;3080;3186;3302
538.7722112676054;584;582;793;1145
3011.7466;3142;3510;3863;5160
116.11699999999998;122;138;167;216
3091.5100491803278;3283;3153;4724;3561
4196.481014492754;4528;4196;4997;9602
206.22080000000003;233;207;206;584
1577.5296410256408;1651;1604;1584;1908
1600.5013333333332;1679;1609;1992;4750
2183.329718309859;2189;2555;2952;2694
781.6806666666665;798;781;837;1029
987.4575555555556;996;1204;1300;1296
632.5735882352947;771;714;820;1151
2013.0474210526315;2146;2087;2090;6161
788.9815714285713;871;839;801;1167
218.59767857142862;227;227;289;305
1586.1050000000002;1704;2044;1832;1659
2996.6180000000004;3754;3009;4567;7691
404.7889696969697;417;411;470;510
4721.833428571429;5369;5208;5453;13187
1088.22;1090;1161;1094;2403
256.99925;257;306;294;414
351.92926229508186;357;401;443;860
544.6866428571428;554;561;707;645
2272.4597560975617;2755;2361;3498;3844
4692.449561403509;4702;4873;5132;5565
641.7239999999998;654;673;675;1850
2733.933243243243;3137;2974;2909;2767
11987.111181818183;13383;12856;16579;17245
1097.2669999999996;1333;1189;1277;2735
2236.0596901408467;2582;2236;2770;2236
911.3173333333333;950;1029;1287;1298
995.168;1077;1110;1025;1423
3803.7254117647053;3879;3859;3817;6371
79.44425396825396;80;95;111;104
5082.227152542374;5086;6315;5161;7809
343.0315263157895;366;366;395;429
669.4964999999999;683;756;1067;1260
3120.1342195121947;3415;3348;3676;6499
490.30460000000016;497;601;687;561
282.90371428571433;311;306;287;440
2991.803392857142;3113;3005;3657;9075
8840.08775;9104;10370;9579;10029
34.3335;38;40;36;62
7350.139813953488;7667;7669;11462;9121
372.5787058823529;372;373;395;944
3930.65190909091;4355;4079;3946;4830
2568.5540000000005;2869;2808;2603;2949
209.01514285714282;226;236;238;212
524.3820000000002;657;608;530;1502
651.5585555555557;787;694;919;943
5.903611940298506;6;5;9;9
787.988357142857;805;901;835;1298
2849.637;2904;3027;4261;4723
2463.8705942028987;2738;2479;3863;2463
6549.593000000002;7432;6577;6826;7277
1935.0178000000005;2018;2048;1947;4265
4117.185;4443;5665;5182;6822
3233.821909090909;3843;3278;4030;3607
696.4473207547171;766;858;909;745
2137.4515172413794;2281;2160;2829;2155
4611.960750000001;4657;4781;4831;12107
1077.1824285714283;1274;1402;1137;2437
425.01333333333326;478;428;518;1313
1622.8541562500004;1638;1901;1681;3011
1167.4550980392155;1193;1180;1645;4085
3083.559;3292;3391;3905;8808
4050.5183333333343;4747;4814;6162;10614
5112.862;5829;6537;6439;13843
813.0398648648646;832;857;965;993
1521.4546666666665;1775;1633;1551;2177
88.2109642857143;96;97;90;112
1548.0566666666668;1751;1703;1878;3145
564.395;607;643;654;757
233.62839130434784;242;259;297;333
1944.0883661971827;1970;1951;2402;7351
2686.659057971015;2686;3327;3827;6482
530.6739285714285;629;640;581;1011
2694.887875000001;2783;2844;3201;11335
4353.867666666667;4363;4882;4833;12847
3973.3819999999987;4363;4031;4287;12992
4186.195777777776;4233;4740;5544;14465
2638.948297872341;2692;2693;2978;10515
161.2248524590164;167;161;185;166
325.6379090909091;326;347;377;687
1831.1112857142864;1860;1993;1951;3946
3527.7114545454547;3656;3557;4589;4071
158.338;160;168;158;164
679.5445588235298;683;694;910;744
1290.381;1400;1419;1716;2318
961.0006470588237;1032;978;985;1119
434.8203333333333;442;436;476;472
4340.198074074074;4350;5493;4803;11224
122.3914074074074;144;122;164;228
1340.1315897435898;1366;1564;1492;2303
1516.0019682539687;1622;1604;2093;2824
2164.650333333334;2707;2218;2350;4421
2932.628285714286;3529;2932;3007;3455
